"date_published","title","guid","provider"
"2019-05-23 13:06:44.378935+00","Micelle-mediated extraction of cobalt and its spectrophotometric determination in rocks, soils, sediments and sea-bed polymetallic nodules","d63jb","Arabixiv"
"2019-05-25 15:34:27.012531+00","Studi Analitis Peristiwa Isra’ Mi’raj Nabi Muhammad SAW dalam Pendekatan Sains","sq37x","INA-Rxiv"
"2019-05-13 03:25:30.778569+00","HUBUNGAN ANTARA KONSUMSI JUNK FOOD, AKTIVITAS FISIK DENGAN STATUS GIZI SISWA SMA NEGERI 1 JAMBI","37yp4","INA-Rxiv"
"2019-05-26 03:39:29.273478+00","Open Forensic Science","syu4m","LawArXiv"
"2019-05-26 04:22:14.364954+00","KELOMPOK 7","qagjm","Open Science Framework"
"2019-05-26 04:44:44.214836+00","KELOMPOK 8","asy9d","Open Science Framework"
"2019-05-26 05:02:35.753528+00","KELOMPOK 5","ymu7f","Open Science Framework"
"2019-05-26 08:07:46.391587+00","Tradisi Keislaman di Perguruan Tinggi","29hba","INA-Rxiv"
"2019-05-26 20:52:02.347868+00","Route one to quantum gravity","4mbxq","Open Science Framework"
"2019-05-21 23:46:05.885391+00","Loving Amazonian nature? Extending the study of psychological nature connection to rural areas in the Global South.","ubmtq","PsyArXiv"
"2019-05-07 19:49:45.879206+00","The Lancaster Sensorimotor Norms: Multidimensional measures of Perceptual and Action Strength for 40,000 English words","ktjwp","PsyArXiv"
"2019-05-26 19:53:02.097527+00","مَبَادِى علم الأحياء للمدرسة العالية تشويق الطلاب سلفيّة","7593u","INA-Rxiv"
"2019-05-26 15:34:42.079576+00","Sejarah Perumusan Pancasila dan Nilai yang terkandung dalam sila Pancasila","ndwjb","INA-Rxiv"
"2019-05-09 16:02:17.469083+00","Developments in Gender and Politics: A Call for Intersectionality","yag7f","SocArXiv"
"2019-05-26 15:48:41.852041+00","Profil Manajemen Bimbingan dan Konseling di Sekolah Menengah Atas","nxm7k","INA-Rxiv"
"2019-05-26 15:58:01.599779+00","Panacasila","fwjpt","INA-Rxiv"
"2019-05-25 16:49:39.686863+00","Brief Report:  A Contemplative Biofeedback Intervention for Adults with ASD:  Feasibility of a Community-Based Treatment","rmkan","PsyArXiv"
"2019-05-25 16:07:29.845716+00","Are Attitudes Contagious?  Exposure to Biased Nonverbal Signals Can Create Novel Social Attitudes","c3rp6","PsyArXiv"
"2019-05-24 22:29:02.748416+00","When is it good to use wristband devices to measure HRV?: Introducing a new method for evaluating the quality of data from photophlethysmography-based HRV devices","t3gdz","PsyArXiv"
"2019-05-24 09:59:53.029422+00","Modeling cognitive flexibility in autism spectrum disorder and typical development reveals comparable developmental shifts in learning mechanisms","h7jcm","PsyArXiv"
"2019-05-27 02:47:29.452377+00","Culture influences how people divide continuous sensory experience into events.","2zcu7","PsyArXiv"
"2019-05-27 06:57:21.346459+00","PENERAPAN COACHING UNTUK MENINGKATKAN KOMPETENSI KEPALA SEKOLAH DALAM SUPERVISI AKADEMIK","ja9u6","INA-Rxiv"
"2019-05-27 07:02:21.129898+00","penerapan supervisi kunjungan kelas untuk meningkatkan kinerja guru sekolah dasar negeri","c8efx","INA-Rxiv"
"2019-05-25 16:36:28.955164+00","The Principle of Maximum Acceleration","5pfgq","Open Science Framework"
"2019-05-07 18:38:01.199889+00","Low Target-Distractor Discriminability in Visual Search Promotes Detailed Target Template Generation","ab8h2","PsyArXiv"
"2019-05-07 18:40:25.092992+00","Navigating the Moral Minefields of Human Rights Advocacy in the Global South","ady6f","LawArXiv"
"2019-05-07 19:09:20.176876+00","Free Space Signal Communication through Electron Spin Talk","bmp89","Open Science Framework"
"2019-05-07 21:06:30.93463+00","Toward Coordinated Transmission and Distribution Operations","zqw5y","Open Science Framework"
"2019-05-07 21:15:09.904127+00","Toward coordinated transmission and distribution operations","csvfh","engrXiv"
"2019-05-07 21:20:45.695249+00","The Effect of a Narrated Video of an Arrest on Civilians’ Perceptions of Police","kxv7e","Thesis Commons"
"2019-05-07 22:40:53.933834+00","Causation of Late Quaternary Rapid-increase Radiocarbon Anomalies","csgbv","EarthArXiv"
"2019-05-07 22:41:42.765626+00","Three Billion Year Secular Evolution of the Triple Oxygen Isotope Composition of Marine Chert","n2p5q","EarthArXiv"
"2019-05-07 22:45:03.776439+00","Gigayear stability of cratonic edges controls global distribution of sediment-hosted metals","2kjvc","EarthArXiv"
"2019-05-07 22:46:42.211315+00","Drainage rearrangement as a driver of geomorphological evolution during the Upper Pleistocene in a small tropical basin","pfzvq","EarthArXiv"
"2019-05-08 02:45:24.026516+00","SUPERVISI SEBAGAI PENINGKAT MUTU PENDIDIKAN UNTUK MENCAPAI KUALITAS PENDIDIKAN INDONESIA","kxhnp","INA-Rxiv"
"2019-05-08 03:37:55.946512+00","MEMAHAMI DAUR HIDUP PRODUK PADA BISNIS KECIL","r37uz","INA-Rxiv"
"2019-05-08 03:47:08.013577+00","MLA Style to Make Manuscript Using Endnote  X7","q5n6e","INA-Rxiv"
"2019-05-08 03:52:01.386749+00","OBSERVASI DAUR HIDUP PRODUK PADA BISNIS WARUNG NASI","r6342","INA-Rxiv"
"2019-05-08 04:40:51.150755+00","Analisis Kebutuhan Diklat bagi Paramedik Veteriner","5bzq4","Open Science Framework"
"2019-05-08 05:41:46.515446+00","Chemistry Style in Endnote for making Manuscript","qzrac","INA-Rxiv"
"2019-05-08 05:43:12.412989+00","Style Harvard: How to Make Article Using Endnote?","xmgva","INA-Rxiv"
"2019-05-08 05:31:06.337587+00","Science Of Synthesis Style Dalam EndNote.X7 Untuk Penulisan Karya Ilmiah","n46zw","INA-Rxiv"
"2019-05-08 05:33:46.772147+00","Membuat Artikel Menggunakan Endnote  dengan Style MHRA","qmz25","INA-Rxiv"
"2019-05-08 05:35:26.332481+00","Model Vancouover, Easy For Making Manuscript","zdtkr","INA-Rxiv"
"2019-05-08 05:52:55.115208+00","Model APA 6th CV dalam Penyusunan Manuskrip dengan Aplikasi Endnote X7","cajhb","INA-Rxiv"
"2019-05-08 06:01:17.374896+00","Menulis Paper dengan Gaya Bibliografi Turabian dengan Endnote","3x6ds","INA-Rxiv"
"2019-05-08 06:05:06.48963+00","Cara Membuat Artikel ilmiah Populer dengan Menggunakan Endnote Style APA 6th","fdvbp","INA-Rxiv"
"2019-05-08 06:11:46.8231+00","Making Manuscript with Style APA 6th","e2pds","INA-Rxiv"
"2019-05-08 06:12:48.260877+00","Studi Literasi Menggunakan Endnote dengan Style Annoted","yjtkn","INA-Rxiv"
"2019-05-08 06:28:49.554697+00","IEEE Proceedings: Model Sitasi untuk Karya Ilmiah dengan Endnote","rmjna","INA-Rxiv"
"2019-05-08 06:42:18.9276+00","Pembuatan Artikel Ilmiah Menggunakan Aplikasi Endnote X7","a9bpz","INA-Rxiv"
"2019-05-08 06:56:52.617117+00","Apa itu sitasi","kebt3","INA-Rxiv"
"2019-05-08 06:58:42.929986+00","Model Numbered Dalam  Membuat Paper Menggunakan Endnote X7","yc5g9","INA-Rxiv"
"2019-05-08 08:24:20.031679+00","Teknik Sitasi Menggunakan EndNote dengan Metoda Institute of Electrical and Electronics Engineers (IEEE)","upw4x","INA-Rxiv"
"2019-05-08 08:29:47.166465+00","Model BMC Surgery dalam Endnote untuk Penulisan Karya Ilmiah","yuhkn","Open Science Framework"
"2019-05-08 08:45:47.714848+00","Teknik Sitasi Menggunakan EndNote dengan Metoda Institute of Electrical and Electronics Engineers (IEEE)","gvrsw","INA-Rxiv"
"2019-05-08 08:47:50.934393+00","Policing the Urban Environment in Premodern Europe","u56rv","BodoArXiv"
"2019-05-08 09:03:59.264454+00","Teknik Sitasi Menggunakan EndNote dengan Metoda Institute of Electrical and Electronics Engineers (IEEE)","zyjcg","INA-Rxiv"
"2019-05-08 09:05:07.149191+00","MLA Style to Make Manuscript Using Endnote  X7","8x52k","INA-Rxiv"
"2019-05-08 10:29:30.080005+00","Demography in the Digital Era: New Data Sources for Population Research","24jp7","SocArXiv"
"2019-05-08 10:49:43.971778+00","APA Style dalam Penulisan Karya Ilmiah Akademik","3cjzb","INA-Rxiv"
"2019-05-08 11:12:19.495868+00","Trends of hydroclimatic intensity in Colombia","vr4j3","EarthArXiv"
"2019-05-08 11:12:37.757072+00","Analysis of Persistence in the Flood Timing and the Role of Catchment Wetness on Flood Generation in a Large River Basin in India","ktsge","EarthArXiv"
"2019-05-08 11:31:14.338661+00","Fracturing and crystal plasticity of garnet under seismic stress in the dry lower continental crust (Musgrave Ranges, Central Australia)","r8zbn","EarthArXiv"
"2019-05-08 11:54:28.556343+00","The Libertarian roots of the EFF.","gtpq3","Open Science Framework"
"2019-05-08 13:37:03.600288+00","Book Review Building a Neighborly Community 2006","vu67m","Open Science Framework"
"2019-05-07 22:29:09.334313+00","Effect Size Interpretation, Sample Size Calculation, and Statistical Power in Gerontology","u2jbm","PsyArXiv"
"2019-05-08 02:25:07.591092+00","Training for Wisdom: The Illeist Diary Method","a5fgu","PsyArXiv"
"2019-05-07 17:05:55.091728+00","Irrigation Scheduling under High Efficiency (Pressurized) Irrigation Systems","795qf","AgriXiv"
"2019-05-08 04:15:58.905549+00","A Counterfactual Explanation for the Action Effect","e4uta","Open Science Framework"
"2019-05-08 11:13:30.988709+00","Investigation of the Likelihood of Green Infrastructure (GI) Enhancement along Linear Waterways or on Derelict Sites (DS) Using Machine Learning.","p96g7","EarthArXiv"
"2019-05-07 22:47:31.781206+00","Reduction of spatially structured errors in wide-swath altimetric satellite data using data assimilation","fcvb8","EarthArXiv"
"2019-05-08 14:11:09.208961+00","Accessibility Beyond the Schedule","c4yvx","SocArXiv"
"2019-05-08 12:22:28.095076+00","Social Support Benefits Psychological Adjustment of International Students: Evidence from a Meta-Analysis","whv93","Open Science Framework"
"2019-05-08 16:41:00.457245+00","Resilience in the Context of Emotional Trauma Among Elementary-Aged Children","5vmrg","Thesis Commons"
"2019-05-09 07:32:45.150882+00","ARAHAN PENGEMBANGAN JALUR WISATA BERDASARKAN ANALISIS LINKAGE SYSTEM DI KABUPATEN NGADA","mn9dc","INA-Rxiv"
"2019-05-09 06:10:04.315085+00","Prinsip-Prinsip Hermeneutika Genre Hikmat dalam Kitab Amsal: Suatu Pedoman Eksegesis","xmk6h","INA-Rxiv"
"2019-05-09 07:16:45.642821+00","Late-Action Bias: Closeness to a Definitive Outcome Increases Perceived Action Impact","t4xz5","PsyArXiv"
"2019-05-08 20:43:30.311796+00","A new method to study inhomogeneities in climate records: Brownian Motion or Random Deviations?","vjnbd","EarthArXiv"
"2019-05-08 15:50:36.048172+00","Sexual Selection in Bacteria?","9m2dy","EcoEvoRxiv"
"2019-05-08 23:32:29.408449+00","uts_testing&amp;implementasi","pm6qz","Open Science Framework"
"2019-05-09 00:08:28.718854+00","Limits on the Use of Simulation in Physical Reasoning","mgbac","Open Science Framework"
"2019-05-09 03:05:02.218507+00","Peningkatan mutu pendidikan menggunakan  supervisi untuk mencapai pendidikan  yang berkualitas di era modern","kcyr2","INA-Rxiv"
"2019-05-09 03:09:06.196551+00","The Welfare-Based Development in The Context of Maritime Culture: Encounters with anthropological perspective","v95ub","Open Science Framework"
"2019-05-09 03:15:56.256126+00","pengantar praktikum mekatronika tekstil","cfbhd","INA-Rxiv"
"2019-05-09 03:16:10.998617+00","Kuala Lumpur City Gallery Sebagai Destinasi Favorit Di Malaysia","xtzg4","Open Science Framework"
"2019-05-09 03:21:03.073467+00","Stability Analysis and Harvesting Effort Predator Prey Populations Model Holling Type III with Maximum Profit","r5j7k","INA-Rxiv"
"2019-05-09 03:26:20.999459+00","Cultural Signification within Inter-Religious Encounter in the Post-Conflict Ambon: Negotiation and Contestation of Identities","jk9bc","Open Science Framework"
"2019-05-09 03:45:58.458386+00","PESONA GUGUSAN KEPULAUAN SERIBU SEBAGAI DAYA TARIK WISATA DI TELUK JAKARTA","x598k","Open Science Framework"
"2019-05-09 03:51:00.509326+00","The Value of René Descartes's Work Devoted to Princess Elisabeth of Bohemia in Psychology","mcxzt","Open Science Framework"
"2019-05-09 03:53:57.553033+00","How to Find Data for Nonprofit Research","9zr76","Open Science Framework"
"2019-05-09 04:32:21.790883+00","Potret Wisata Malam Marina Bay Sands  di Singapura","q2k3d","Open Science Framework"
"2019-05-09 04:47:40.124695+00","PESONA  PANTAI  PARANGTRITIS DAERAH ISTIMEWA YOGYAKARTA","pq6f8","Open Science Framework"
"2019-05-09 05:00:26.704119+00","PERAN SUPERVISI PENDIDIKAN DALAM MENINGKATKAN MUTU PEMBELAJARAN","e4vgr","INA-Rxiv"
"2019-05-09 05:09:42.557085+00","Lagerstroemia for Urban Landscapes in India","zw2uj","AgriXiv"
"2019-05-09 05:23:50.676986+00","PELAKSANAAN SUPERVISI PENDIDIKAN DALAM MENINGGKATKAN PROFESIONALISME GURU","xe8ay","INA-Rxiv"
"2019-05-09 05:32:45.388326+00","PERAN SUPERVISI PENDIDIKAN UNTUK MENINGKATKAN MUTU PENDIDIKAN AGAMA ISLAM","zue8b","INA-Rxiv"
"2019-05-09 05:33:43.693738+00","Aktivitas Enzim Peroksidase dan Kadar Klorofil pada Daun Angsana (Pterocarpus indicus) sebagai Peneduh Jalan yang terpapar Timbal","ucp7q","AgriXiv"
"2019-05-09 05:43:13.644127+00","PERAN SUPERVISI PENDIDIKAN UNTUK MENINGKATKAN MUTU PENDIDIKAN AGAMA ISLAM","fqyjm","INA-Rxiv"
"2019-05-09 06:09:32.794372+00","Chinatown Warisan Budaya China Sebagai Daya Tarik Wisata di Singapura","mfazg","Open Science Framework"
"2019-05-09 06:19:05.082265+00","THE EFFECTIVENESS USING OF CONTEXTUAL TEACHING MATERIAL INTEGRATING MATHEMATICS, NATURAL SCIENCE, DISASTERS AND CHARACTER BASE ON ICT IN PHYSICS LEARNING HIGH SCOOL GRADE XI","vdqzw","INA-Rxiv"
"2019-05-08 15:43:46.872052+00","Nonlinear transduction of emotional facial expression","svw8q","PsyArXiv"
"2019-05-09 07:43:47.609872+00","PERSEPSI DAN PREFERENSI PENGUNJUNG UNTUK ARAHAN PENATAAN TAMAN ABHIRAMA","z7d5n","INA-Rxiv"
"2019-05-08 14:11:44.806708+00","Collective Sense-Making in Times of Crisis: Connecting Terror Management Theory with Twitter Reactions to the Berlin Terrorist Attack","p47b6","SocArXiv"
"2019-05-09 08:44:18.694642+00","MENINGKATKAN KUALITAS PENDIDIKAN DAN HASIL BELAJAR SISWA DENGAN SUPERVISI PENDIDIKAN","k4udv","INA-Rxiv"
"2019-05-08 14:54:35.91748+00","Into the wild: microbiome transplant studies need broader ecological reality","yka3z","EcoEvoRxiv"
"2019-05-08 15:25:43.231979+00","Protecting the North Sea: Brown Bank","35tr6","MarXiv"
"2019-05-09 02:58:47.645221+00","Masuk Melayu: Menegosiasikan Islam dan Kemelayuan di Malaysia","wdm5c","Open Science Framework"
"2019-05-09 00:15:39.113283+00","Limits on the Use of Simulation in Physical Reasoning","qbrvn","PsyArXiv"
"2019-05-08 21:45:30.187094+00","Study protocol: Transitions in Adolescent Girls (TAG)","pvsbw","PsyArXiv"
"2019-05-08 17:28:26.440527+00","Problem Difficulty in Arithmetic Cognition: Humans and Connectionist Models","mjtdv","PsyArXiv"
"2019-05-08 23:52:11.903867+00","Mind the gap: A discussion paper on Financial Literacy, Financial behaviour and Financial Education  : Is there any Gender Gap?","b7zd6","Open Science Framework"
"2019-05-21 16:16:24.292887+00","Identifying possible underlying mechanisms of developmental speech sound disorders with the Nonword Repetition Task","hs9xm","PsyArXiv"
"2019-05-23 13:02:04.149987+00","المعنى بين الوحدة والتّعدّد: مقاربة دلاليّة","kbfct","Arabixiv"
"2019-05-23 13:01:40.088846+00","المشترك الدلالي في اللغة العربية دراسة لسانية تحليلية","gdpav","Arabixiv"
"2019-05-23 13:01:10.175754+00","من الاشتراك الدلالي إلى تغير المعنى","7z4q8","Arabixiv"
"2019-05-25 16:11:07.833761+00","KELOMPOK 4","bp2uz","Open Science Framework"
"2019-05-26 09:32:35.665682+00","CALL CENTRE BRIGADE SIAGA BENCANA SEBAGAI STRATEGI PELAYANAN KESEHATAN DI KABUPATEN BANTAENG","ha6rm","INA-Rxiv"
"2019-05-25 17:57:47.300466+00","People Who Admit Their Gender or Racial Biases Are Perceived More Negatively Than Individuals Who Deny Them","x47q3","PsyArXiv"
"2019-05-24 19:31:41.071712+00","On the belief that beliefs should change according to evidence: Implications for conspiratorial, moral, paranormal, political, religious, and science beliefs","a7k96","PsyArXiv"
"2019-05-24 09:26:58.554299+00","Measuring motivational relationship processes in experience sampling: A reliability model for moments, days, and persons nested in couples","6mq7t","PsyArXiv"
"2019-05-27 07:33:29.368715+00","KELOMPOK 5","7e4u8","INA-Rxiv"
"2019-05-27 09:10:36.157264+00","This is for you: social modulations of proximal vs. distal space in collaborative interactions","tazhr","PsyArXiv"
"2019-05-27 14:44:37.411762+00","Implementation of a Dynamic Network Model of the Nigerian Transmission Grid for Investigations on Power System Stability","r82zn","engrXiv"
"2019-05-27 15:40:45.712037+00","3D-printed conductive static mixers enable all-vanadium redox  ow battery using slurry electrodes","5csy8","engrXiv"
"2019-05-27 15:51:58.303135+00","Administrasi Sarana dan Prasarana Pendidikan","5m34f","INA-Rxiv"
"2019-05-27 16:17:44.934691+00","Dari Kurikulum ke Kurikulum","aw2de","INA-Rxiv"
"2019-05-27 16:37:29.031874+00","On charge percolation in slurry electrodes used in Vanadium Redox Flow Batteries","m9472","engrXiv"
"2019-05-27 16:39:47.729125+00","2D Patterned Ion-Exhange Membranes Induce Electroconvection","jq7u9","engrXiv"
"2019-05-27 16:44:15.733228+00","Closing the cycle: phosphorus removal and recovery from diluted e?uents using acid resistive membranes","6n53p","engrXiv"
"2019-05-27 16:46:32.341028+00","Rational Design of Ion Separation Membranes","v5btz","engrXiv"
"2019-05-27 16:54:06.771726+00","Anisa Meysi Wardi_Artikel  Proses dan Teknik Supervisi Pendidikan","vg9k2","INA-Rxiv"
"2019-05-27 16:56:06.986347+00","Gugataan Pilpres 2019","d9xar","INA-Rxiv"
"2019-05-27 17:00:29.417006+00","Pancasila Sebagai Dasar Negara","kqc2d","INA-Rxiv"
"2019-05-27 17:58:31.991002+00","Hubungan Kompetensi Guru Mata Pelajaran Sejarah dengan Hasil Belajar Mata Pelajaran Sejarah Di SMA Negeri 1 Pamijahan Kabupaten Bogor","qns5x","INA-Rxiv"
"2019-05-27 21:39:03.91724+00","Understanding the Evolution of Ecological Sex Differences: Integrating Character Displacement and the Darwin-Bateman Paradigm","e2ahg","EcoEvoRxiv"
"2019-05-28 01:23:49.193784+00","Keindahan Pantai Pandawa Sebagai Daya Tarik  Wisata Di Bali","5fw3u","Open Science Framework"
"2019-05-28 01:29:14.536776+00","Pantai Parangtritis Sebagai Destinasi Ikonik  di Yogyakarta","c3pqr","Open Science Framework"
